"","Group.1","x"
"4836","30349",159
"4837","30350",598
"4838","30354",215
"4839","30355",1
"4840","30356",112
"4841","30360",326
"4842","30362",1
"4843","30363",214
"4844","30401",273
"4845","30410",1
"4846","30414",1
"4847","30415",214
"4848","30417",216
"4849","30421",1
"4850","30426",1
"4851","30427",326
"4852","30428",1
"4853","30429",1
"4854","30434",295
"4855","30436",216
"4856","30439",541
"4857","30442",283
"4858","30445",112
"4859","30452",1
"4860","30453",406
"4861","30457",282
"4862","30458",291
"4863","30461",260
"4864","30467",307
"4865","30471",2
"4866","30473",1
"4867","30474",417
"4868","30475",1
"4869","30477",261
"4870","30501",444
"4871","30503",113
"4872","30504",632
"4873","30506",576
"4874","30507",2
"4875","30510",214
"4876","30511",326
"4877","30512",340
"4878","30513",81
"4879","30514",215
"4880","30516",1
"4881","30517",542
"4882","30518",236
"4883","30519",356
"4884","30520",326
"4885","30521",1
"4886","30523",508
"4887","30525",599
"4888","30527",113
"4889","30528",318
"4890","30529",307
"4891","30530",1
"4892","30531",340
"4893","30533",26
"4894","30534",581
"4895","30535",214
"4896","30536",2
"4897","30537",1
"4898","30538",326
"4899","30539",2
"4900","30540",329
"4901","30542",439
"4902","30545",598
"4903","30546",587
"4904","30547",113
"4905","30548",215
"4906","30549",599
"4907","30552",112
"4908","30553",541
"4909","30554",260
"4910","30555",1
"4911","30557",1
"4912","30558",113
"4913","30559",113
"4914","30560",1
"4915","30563",2
"4916","30564",215
"4917","30565",1
"4918","30566",113
"4919","30567",1
"4920","30577",429
"4921","30582",2
"4922","30601",59
"4923","30605",362
"4924","30606",431
"4925","30607",261
"4926","30620",260
"4927","30621",1
"4928","30622",114
"4929","30625",1
"4930","30627",1
"4931","30628",1
"4932","30629",113
"4933","30630",113
"4934","30631",113
"4935","30633",372
"4936","30635",59
"4937","30642",541
"4938","30643",318
"4939","30646",1
"4940","30647",1
"4941","30648",1
"4942","30650",340
"4943","30655",260
"4944","30656",113
"4945","30660",1
"4946","30662",496
"4947","30665",1
"4948","30666",224
"4949","30669",113
"4950","30673",216
"4951","30677",564
"4952","30680",395
"4953","30701",317
"4954","30703",1
"4955","30705",296
"4956","30707",372
"4957","30719",1
"4958","30720",328
"4959","30721",289
"4960","30722",1
"4961","30724",2
"4962","30725",2
"4963","30728",295
"4964","30730",1
"4965","30731",1
"4966","30733",1
"4967","30734",113
"4968","30735",1
"4969","30736",587
"4970","30739",1
"4971","30740",282
"4972","30741",238
"4973","30742",362
"4974","30746",1
"4975","30747",296
"4976","30750",214
"4977","30752",307
"4978","30753",112
"4979","30755",326
"4980","30802",1
"4981","30808",1
"4982","30809",329
"4983","30813",417
"4984","30814",294
"4985","30815",215
"4986","30817",113
"4987","30824",81
"4988","30828",261
"4989","30830",519
"4990","30833",326
"4991","30901",260
"4992","30904",81
"4993","30905",1
"4994","30906",262
"4995","30907",373
"4996","30909",324
"4997","30912",1
"4998","30917",1
"4999","31002",112
"5000","31004",113
"5001","31005",215
"5002","31006",215
"5003","31007",1
"5004","31008",530
"5005","31010",2
"5006","31011",1
"5007","31014",227
"5008","31015",243
"5009","31017",1
"5010","31019",1
"5011","31021",308
"5012","31022",112
"5013","31023",329
"5014","31024",384
"5015","31025",1
"5016","31027",283
"5017","31028",238
"5018","31029",565
"5019","31030",273
"5020","31031",113
"5021","31032",530
"5022","31033",1
"5023","31034",1
"5024","31036",2
"5025","31037",283
"5026","31042",2
"5027","31044",113
"5028","31046",112
"5029","31047",112
"5030","31052",112
"5031","31054",112
"5032","31055",262
"5033","31057",112
"5034","31058",1
"5035","31060",1
"5036","31061",288
"5037","31063",496
"5038","31064",294
"5039","31068",113
"5040","31069",340
"5041","31075",112
"5042","31076",112
"5043","31077",1
"5044","31078",372
"5045","31079",214
"5046","31082",306
"5047","31087",215
"5048","31088",462
"5049","31089",113
"5050","31091",215
"5051","31092",394
"5052","31093",555
"5053","31096",428
"5054","31098",214
"5055","31141",1
"5056","31201",395
"5057","31202",1
"5058","31203",1
"5059","31204",484
"5060","31206",383
"5061","31210",262
"5062","31211",339
"5063","31216",428
"5064","31217",519
"5065","31220",295
"5066","31301",1
"5067","31302",326
"5068","31305",428
"5069","31308",214
"5070","31310",1
"5071","31312",428
"5072","31313",222
"5073","31314",113
"5074","31316",215
"5075","31320",326
"5076","31321",224
"5077","31322",317
"5078","31323",113
"5079","31324",643
"5080","31326",428
"5081","31328",294
"5082","31329",214
"5083","31331",224
"5084","31401",429
"5085","31402",2
"5086","31403",1
"5087","31404",451
"5088","31405",148
"5089","31406",447
"5090","31407",224
"5091","31408",541
"5092","31409",1
"5093","31410",318
"5094","31411",2
"5095","31415",261
"5096","31416",2
"5097","31418",112
"5098","31419",211
"5099","31501",219
"5100","31503",3
"5101","31510",284
"5102","31512",1
"5103","31513",339
"5104","31515",112
"5105","31516",519
"5106","31519",113
"5107","31520",292
"5108","31521",1
"5109","31522",384
"5110","31523",554
"5111","31525",115
"5112","31527",326
"5113","31533",261
"5114","31535",394
"5115","31537",576
"5116","31539",329
"5117","31542",1
"5118","31543",112
"5119","31544",1
"5120","31545",505
"5121","31546",326
"5122","31547",1
"5123","31548",295
"5124","31550",1
"5125","31553",112
"5126","31554",2
"5127","31555",1
"5128","31557",113
"5129","31558",373
"5130","31560",224
"5131","31567",2
"5132","31569",2
"5133","31601",356
"5134","31602",247
"5135","31603",1
"5136","31605",474
"5137","31620",554
"5138","31622",2
"5139","31623",1
"5140","31626",112
"5141","31627",1
"5142","31629",1
"5143","31630",1
"5144","31632",394
"5145","31634",215
"5146","31635",394
"5147","31636",496
"5148","31638",1
"5149","31639",114
"5150","31642",283
"5151","31643",372
"5152","31645",112
"5153","31647",1
"5154","31648",1
"5155","31650",1
"5156","31699",112
"5157","31701",147
"5158","31703",1
"5159","31704",1
"5160","31705",384
"5161","31707",370
"5162","31708",1
"5163","31709",462
"5164","31711",2
"5165","31712",1
"5166","31714",417
"5167","31716",1
"5168","31719",214
"5169","31721",224
"5170","31727",1
"5171","31730",284
"5172","31735",1
"5173","31743",1
"5174","31744",260
"5175","31747",1
"5176","31749",112
"5177","31750",59
"5178","31757",316
"5179","31760",1
"5180","31763",519
"5181","31764",2
"5182","31765",1
"5183","31768",291
"5184","31771",224
"5185","31774",554
"5186","31775",112
"5187","31776",112
"5188","31779",564
"5189","31780",260
"5190","31781",1
"5191","31783",1
"5192","31787",1
"5193","31788",283
"5194","31789",1
"5195","31790",2
"5196","31791",284
"5197","31792",310
"5198","31793",496
"5199","31794",147
"5200","31795",1
"5201","31796",1
"5202","31798",1
"5203","31799",1
"5204","31803",326
"5205","31804",261
"5206","31806",113
"5207","31807",1
"5208","31808",214
"5209","31811",112
"5210","31815",112
"5211","31816",610
"5212","31822",261
"5213","31824",1
"5214","31825",113
"5215","31827",260
"5216","31830",214
"5217","31831",1
"5218","31833",260
"5219","31901",59
"5220","31903",587
"5221","31904",333
"5222","31905",326
"5223","31906",406
"5224","31907",450
"5225","31909",241
"5226","31914",1
"5227","31995",112
"5228","39813",112
"5229","39815",1
"5230","39817",318
"5231","39819",262
"5232","39823",273
"5233","39828",329
"5234","39829",1
"5235","39834",1
"5236","39837",564
"5237","39840",554
"5238","39841",1
"5239","39842",564
"5240","39845",565
"5241","39846",1
"5242","39851",2
"5243","39854",2
"5244","39859",1
"5245","39861",1
"5246","39862",1
"5247","39870",1
"5248","39885",1
"5249","39897",1
"5250","40003",1
"5251","40004",125
"5252","40008",2
"5253","40012",1
"5254","40013",2
"5255","40014",565
"5256","40019",113
"5257","40023",112
"5258","40026",113
"5259","40031",519
"5260","40033",318
"5261","40037",1
"5262","40045",1
"5263","40047",372
"5264","40051",261
"5265","40059",372
"5266","40060",1
"5267","40065",492
"5268","40067",1
"5269","40069",294
"5270","40071",295
"5271","40076",1
"5272","40077",1
"5273","40078",1
"5274","40108",474
"5275","40109",1
"5276","40111",1
"5277","40115",1
"5278","40117",112
"5279","40118",372
"5280","40119",112
"5281","40121",1
"5282","40143",394
"5283","40144",1
"5284","40150",1
"5285","40155",1
"5286","40157",1
"5287","40160",351
"5288","40165",565
"5289","40175",113
"5290","40177",1
"5291","40201",1
"5292","40202",351
"5293","40203",340
"5294","40204",351
"5295","40205",329
"5296","40206",48
"5297","40207",499
"5298","40208",576
"5299","40209",113
"5300","40210",295
"5301","40211",295
"5302","40212",328
"5303","40213",329
"5304","40214",362
"5305","40215",428
"5306","40216",181
"5307","40217",508
"5308","40218",340
"5309","40219",307
"5310","40220",339
"5311","40222",321
"5312","40223",284
"5313","40228",599
"5314","40229",114
"5315","40241",384
"5316","40242",2
"5317","40243",362
"5318","40245",542
"5319","40258",295
"5320","40270",1
"5321","40272",384
"5322","40291",598
"5323","40299",137
"5324","40310",1
"5325","40311",112
"5326","40312",112
"5327","40313",1
"5328","40322",112
"5329","40324",103
"5330","40328",112
"5331","40330",610
"5332","40336",283
"5333","40337",1
"5334","40342",262
"5335","40347",1
"5336","40351",384
"5337","40353",114
"5338","40356",203
"5339","40359",326
"5340","40360",215
"5341","40361",317
"5342","40366",1
"5343","40371",1
"5344","40372",112
"5345","40374",1
"5346","40376",112
"5347","40379",1
"5348","40380",326
"5349","40383",654
"5350","40385",1
"5351","40387",1
"5352","40391",439
"5353","40392",1
"5354","40403",329
"5355","40409",1
"5356","40419",260
"5357","40422",462
"5358","40423",1
"5359","40437",1
"5360","40444",508
"5361","40447",224
"5362","40456",530
"5363","40472",1
"5364","40475",303
"5365","40484",327
"5366","40489",1
"5367","40502",429
"5368","40503",374
"5369","40504",328
"5370","40505",462
"5371","40507",318
"5372","40508",126
"5373","40509",283
"5374","40511",48
"5375","40513",294
"5376","40514",2
"5377","40515",282
"5378","40517",428
"5379","40536",1
"5380","40591",1
"5381","40601",222
"5382","40701",542
"5383","40729",1
"5384","40734",1
"5385","40740",2
"5386","40741",192
"5387","40743",2
"5388","40744",215
"5389","40763",1
"5390","40769",565
"5391","40771",1
"5392","40806",224
"5393","40823",113
"5394","40828",112
"5395","40831",542
"5396","40845",1
"5397","40854",1
"5398","40868",1
"5399","40873",1
"5400","40906",565
"5401","40915",1
"5402","40927",1
"5403","40935",1
"5404","40949",1
"5405","40962",307
"5406","40965",92
"5407","40972",1
"5408","40977",394
"5409","41001",295
"5410","41002",1
"5411","41003",1
"5412","41004",112
"5413","41005",215
"5414","41006",1
"5415","41008",136
"5416","41011",351
"5417","41014",113
"5418","41015",125
"5419","41016",214
"5420","41017",228
"5421","41018",384
"5422","41030",113
"5423","41031",587
"5424","41033",1
"5425","41035",496
"5426","41040",428
"5427","41041",643
"5428","41042",415
"5429","41048",372
"5430","41049",2
"5431","41051",224
"5432","41055",1
"5433","41056",350
"5434","41064",1
"5435","41071",137
"5436","41072",1
"5437","41073",112
"5438","41075",474
"5439","41076",340
"5440","41085",1
"5441","41091",326
"5442","41092",2
"5443","41094",215
"5444","41095",1
"5445","41097",326
"5446","41101",232
"5447","41102",542
"5448","41105",214
"5449","41121",112
"5450","41124",1
"5451","41128",1
"5452","41129",113
"5453","41139",112
"5454","41141",113
"5455","41143",632
"5456","41144",428
"5457","41164",326
"5458","41168",1
"5459","41169",215
"5460","41171",113
"5461","41175",2
"5462","41179",372
"5463","41189",2
"5464","41219",112
"5465","41222",1
"5466","41224",214
"5467","41230",554
"5468","41232",1
"5469","41238",1
"5470","41240",306
"5471","41256",2
"5472","41265",2
"5473","41267",214
"5474","41274",1
"5475","41301",113
"5476","41311",260
"5477","41314",1
"5478","41332",1
"5479","41339",542
"5480","41360",1
"5481","41464",1
"5482","41465",474
"5483","41472",326
"5484","41501",170
"5485","41503",474
"5486","41512",1
"5487","41514",112
"5488","41520",112
"5489","41522",1
"5490","41537",112
"5491","41543",1
"5492","41548",1
"5493","41553",1
"5494","41563",1
"5495","41564",112
"5496","41572",112
"5497","41601",215
"5498","41603",1
"5499","41605",1
"5500","41630",214
"5501","41636",112
"5502","41642",1
"5503","41647",1
"5504","41649",282
"5505","41653",362
"5506","41659",1
"5507","41669",1
"5508","41701",417
"5509","41702",1
"5510","41739",1
"5511","41743",1
"5512","41749",428
"5513","41817",1
"5514","41822",113
"5515","41824",113
"5516","41831",1
"5517","41844",1
"5518","41858",474
"5519","41862",1
"5520","42001",399
"5521","42002",214
"5522","42003",440
"5523","42021",1
"5524","42023",112
"5525","42024",2
"5526","42025",329
"5527","42028",1
"5528","42029",113
"5529","42038",372
"5530","42040",1
"5531","42041",224
"5532","42044",2
"5533","42045",112
"5534","42050",112
"5535","42053",1
"5536","42054",1
"5537","42055",1
"5538","42056",112
"5539","42061",1
"5540","42064",520
"5541","42066",48
"5542","42071",192
"5543","42081",1
"5544","42082",112
"5545","42086",215
"5546","42088",1
"5547","42101",306
"5548","42102",260
"5549","42103",588
"5550","42104",588
"5551","42120",1
"5552","42127",394
"5553","42129",261
"5554","42134",329
"5555","42135",1
"5556","42140",1
"5557","42141",235
"5558","42151",1
"5559","42152",1
"5560","42154",1
"5561","42156",1
"5562","42160",1
"5563","42164",588
"5564","42166",1
"5565","42167",508
"5566","42171",214
"5567","42206",112
"5568","42207",1
"5569","42210",1
"5570","42211",114
"5571","42216",1
"5572","42217",113
"5573","42220",326
"5574","42223",113
"5575","42232",1
"5576","42234",215
"5577","42240",210
"5578","42241",214
"5579","42256",2
"5580","42259",1
"5581","42261",520
"5582","42262",25
"5583","42266",113
"5584","42276",395
"5585","42285",1
"5586","42286",1
"5587","42301",307
"5588","42302",1
"5589","42303",225
"5590","42320",587
"5591","42323",1
"5592","42327",113
"5593","42330",609
"5594","42333",1
"5595","42339",1
"5596","42343",112
"5597","42344",1
"5598","42345",496
"5599","42347",372
"5600","42348",1
"5601","42351",2
"5602","42355",1
"5603","42361",1
"5604","42366",1
"5605","42367",1
"5606","42372",1
"5607","42376",224
"5608","42378",112
"5609","42406",1
"5610","42408",261
"5611","42411",1
"5612","42413",326
"5613","42420",192
"5614","42431",417
"5615","42437",317
"5616","42440",1
"5617","42441",1
"5618","42442",112
"5619","42445",306
"5620","42450",2
"5621","42455",113
"5622","42458",1
"5623","42459",394
"5624","42461",113
"5625","42462",2
"5626","42501",543
"5627","42503",417
"5628","42518",2
"5629","42519",112
"5630","42539",565
"5631","42544",214
"5632","42553",1
"5633","42565",1
"5634","42566",1
"5635","42567",112
"5636","42602",576
"5637","42629",260
"5638","42633",340
"5639","42634",1
"5640","42635",113
"5641","42642",295
"5642","42653",113
"5643","42701",410
"5644","42702",1
"5645","42712",1
"5646","42715",1
"5647","42717",394
"5648","42718",418
"5649","42721",1
"5650","42722",1
"5651","42724",2
"5652","42726",1
"5653","42728",599
"5654","42732",1
"5655","42740",1
"5656","42743",406
"5657","42746",1
"5658","42748",261
"5659","42749",326
"5660","42754",339
"5661","42755",1
"5662","42757",112
"5663","42758",1
"5664","42765",406
"5665","42782",1
"5666","42784",2
"5667","46001",428
"5668","46011",295
"5669","46012",417
"5670","46013",407
"5671","46014",1
"5672","46016",373
"5673","46017",1
"5674","46018",1
"5675","46030",214
"5676","46032",464
"5677","46033",305
"5678","46034",306
"5679","46036",417
"5680","46037",273
"5681","46038",418
"5682","46040",113
"5683","46041",340
"5684","46048",1
"5685","46051",113
"5686","46052",362
"5687","46055",2
"5688","46056",2
"5689","46057",2
"5690","46060",270
"5691","46062",372
"5692","46064",261
"5693","46065",1
"5694","46068",1
"5695","46069",1
"5696","46071",112
"5697","46072",542
"5698","46074",428
"5699","46077",284
"5700","46104",1
"5701","46105",1
"5702","46106",112
"5703","46107",554
"5704","46112",429
"5705","46113",326
"5706","46117",1
"5707","46118",2
"5708","46120",113
"5709","46121",2
"5710","46122",508
"5711","46123",395
"5712","46124",371
"5713","46125",1
"5714","46126",112
"5715","46128",1
"5716","46131",273
"5717","46133",1
"5718","46135",340
"5719","46140",395
"5720","46142",358
"5721","46143",262
"5722","46148",372
"5723","46149",1
"5724","46151",373
"5725","46155",1
"5726","46156",112
"5727","46158",632
"5728","46160",1
"5729","46161",112
"5730","46163",261
"5731","46165",1
"5732","46166",1
"5733","46167",1
"5734","46168",451
"5735","46172",2
"5736","46173",587
"5737","46176",92
"5738","46180",113
"5739","46181",112
"5740","46183",1
"5741","46184",372
"5742","46186",1
"5743","46201",329
"5744","46202",417
"5745","46203",103
"5746","46204",148
"5747","46205",576
"5748","46206",1
"5749","46208",439
"5750","46214",554
"5751","46217",576
"5752","46218",406
"5753","46219",126
"5754","46220",374
"5755","46221",394
"5756","46222",81
"5757","46223",1
"5758","46224",315
"5759","46225",508
"5760","46226",328
"5761","46227",358
"5762","46228",1
"5763","46229",148
"5764","46231",112
"5765","46234",215
"5766","46235",2
"5767","46236",394
"5768","46237",439
"5769","46239",283
"5770","46240",328
"5771","46241",473
"5772","46250",338
"5773","46254",401
"5774","46256",35
"5775","46260",587
"5776","46268",473
"5777","46278",294
"5778","46280",2
"5779","46301",1
"5780","46303",316
"5781","46304",318
"5782","46307",114
"5783","46310",114
"5784","46311",576
"5785","46312",508
"5786","46319",136
"5787","46320",530
"5788","46321",329
"5789","46322",15
"5790","46323",372
"5791","46324",3
"5792","46327",215
"5793","46342",340
"5794","46347",1
"5795","46348",1
"5796","46349",2
"5797","46350",451
"5798","46356",417
"5799","46360",300
"5800","46366",326
"5801","46368",351
"5802","46371",113
"5803","46372",1
"5804","46373",610
"5805","46375",269
"5806","46376",1
"5807","46383",280
"5808","46385",541
"5809","46390",1
"5810","46391",2
"5811","46392",215
"5812","46394",428
"5813","46402",260
"5814","46403",215
"5815","46404",224
"5816","46405",496
"5817","46406",326
"5818","46407",474
"5819","46408",317
"5820","46409",326
"5821","46410",450
"5822","46501",112
"5823","46502",1
"5824","46506",508
"5825","46507",215
"5826","46510",2
"5827","46511",282
"5828","46514",440
"5829","46515",1
"5830","46516",92
"5831","46517",48
"5832","46526",221
"5833","46528",587
"5834","46530",373
"5835","46534",541
"5836","46536",1
"5837","46537",1
"5838","46538",112
"5839","46539",112
"5840","46540",262
"5841","46542",214
"5842","46543",2
"5843","46544",306
"5844","46545",424
"5845","46550",587
"5846","46552",2
"5847","46553",112
"5848","46554",2
"5849","46555",474
"5850","46556",1
"5851","46561",113
"5852","46563",440
"5853","46565",114
"5854","46567",588
"5855","46570",1
"5856","46571",283
"5857","46573",215
"5858","46574",215
"5859","46580",114
"5860","46581",1
"5861","46582",282
"5862","46590",215
"5863","46601",542
"5864","46613",372
"5865","46614",329
"5866","46615",587
"5867","46616",113
"5868","46617",224
"5869","46619",306
"5870","46624",1
"5871","46628",340
"5872","46635",261
"5873","46637",576
"5874","46680",1
"5875","46701",1
"5876","46703",81
"5877","46705",2
"5878","46706",340
"5879","46710",260
"5880","46711",428
"5881","46714",643
"5882","46721",294
"5883","46723",406
"5884","46725",59
"5885","46730",112
"5886","46733",351
"5887","46737",328
"5888","46738",1
"5889","46740",224
"5890","46741",1
"5891","46742",214
"5892","46743",1
"5893","46746",2
"5894","46747",113
"5895","46748",326
"5896","46750",502
"5897","46755",318
"5898","46761",214
"5899","46763",1
"5900","46764",1
"5901","46765",215
"5902","46767",295
"5903","46770",112
"5904","46772",1
"5905","46773",112
"5906","46774",621
"5907","46776",112
"5908","46777",1
"5909","46783",326
"5910","46784",1
"5911","46785",1
"5912","46787",215
"5913","46792",112
"5914","46793",1
"5915","46795",113
"5916","46796",1
"5917","46797",112
"5918","46802",362
"5919","46803",554
"5920","46804",239
"5921","46805",375
"5922","46806",610
"5923","46807",542
"5924","46808",395
"5925","46809",530
"5926","46814",2
"5927","46815",587
"5928","46816",113
"5929","46818",306
"5930","46819",1
"5931","46825",236
"5932","46835",394
"5933","46845",112
"5934","46899",1
"5935","46901",158
"5936","46902",514
"5937","46903",1
"5938","46910",2
"5939","46911",1
"5940","46914",1
"5941","46917",1
"5942","46919",1
"5943","46923",215
"5944","46926",1
"5945","46928",261
"5946","46929",372
"5947","46932",214
"5948","46933",214
"5949","46936",1
"5950","46938",1
"5951","46939",1
"5952","46947",440
"5953","46951",2
"5954","46952",103
"5955","46953",350
"5956","46960",1
"5957","46962",565
"5958","46970",373
"5959","46974",214
"5960","46975",340
"5961","46978",2
"5962","46979",113
"5963","46984",1
"5964","46986",2
"5965","46987",1
"5966","46989",1
"5967","46990",1
"5968","46991",1
"5969","46992",362
"5970","46994",1
"5971","46996",439
"5972","47001",610
"5973","47003",1
"5974","47006",296
"5975","47012",326
"5976","47016",113
"5977","47018",2
"5978","47021",1
"5979","47022",112
"5980","47025",340
"5981","47031",2
"5982","47034",1
"5983","47036",1
"5984","47037",224
"5985","47040",474
"5986","47041",113
"5987","47042",112
"5988","47043",224
"5989","47060",112
"5990","47102",113
"5991","47106",1
"5992","47111",610
"5993","47112",654
"5994","47115",1
"5995","47118",1
"5996","47119",215
"5997","47122",326
"5998","47124",214
"5999","47125",112
"6000","47129",254
"6001","47130",384
"6002","47138",1
"6003","47140",2
"6004","47142",2
"6005","47143",2
"6006","47145",2
"6007","47147",1
"6008","47150",210
"6009","47161",1
"6010","47165",214
"6011","47167",632
"6012","47170",329
"6013","47172",564
"6014","47175",1
"6015","47177",1
"6016","47201",277
"6017","47203",428
"6018","47220",215
"6019","47223",1
"6020","47230",1
"6021","47231",2
"6022","47232",1
"6023","47235",2
"6024","47240",406
"6025","47243",113
"6026","47244",2
"6027","47246",113
"6028","47250",170
"6029","47260",1
"6030","47265",621
"6031","47272",1
"6032","47274",539
"6033","47282",2
"6034","47283",1
"6035","47302",351
"6036","47303",292
"6037","47304",328
"6038","47305",542
"6039","47306",1
"6040","47320",326
"6041","47324",1
"6042","47326",1
"6043","47327",215
"6044","47330",2
"6045","47331",621
"6046","47334",113
"6047","47335",1
"6048","47336",112
"6049","47340",112
"6050","47342",1
"6051","47346",113
"6052","47348",554
"6053","47353",214
"6054","47355",112
"6055","47356",1
"6056","47358",1
"6057","47359",112
"6058","47361",1
"6059","47362",339
"6060","47368",112
"6061","47371",621
"6062","47373",1
"6063","47374",339
"6064","47375",1
"6065","47380",1
"6066","47381",1
"6067","47383",224
"6068","47385",326
"6069","47390",372
"6070","47393",1
"6071","47394",564
"6072","47396",2
"6073","47401",258
"6074","47402",1
"6075","47403",565
"6076","47404",181
"6077","47407",261
"6078","47408",227
"6079","47420",1
"6080","47421",103
"6081","47424",224
"6082","47429",2
"6083","47432",112
"6084","47433",112
"6085","47438",214
"6086","47441",598
"6087","47443",1
"6088","47446",224
"6089","47448",339
"6090","47451",1
"6091","47452",1
"6092","47454",216
"6093","47459",1
"6094","47460",113
"6095","47462",1
"6096","47463",1
"6097","47465",1
"6098","47469",2
"6099","47471",1
"6100","47501",384
"6101","47512",113
"6102","47513",112
"6103","47516",1
"6104","47519",1
"6105","47520",326
"6106","47523",428
"6107","47529",1
"6108","47532",576
"6109","47542",576
"6110","47546",181
"6111","47553",428
"6112","47557",1
"6113","47558",112
"6114","47562",113
"6115","47567",428
"6116","47577",1
"6117","47579",112
"6118","47581",2
"6119","47586",284
"6120","47588",1
"6121","47591",92
"6122","47598",1
"6123","47601",295
"6124","47610",215
"6125","47613",2
"6126","47615",1
"6127","47619",1
"6128","47620",284
"6129","47630",48
"6130","47631",1
"6131","47633",113
"6132","47634",214
"6133","47635",282
"6134","47639",224
"6135","47648",215
"6136","47660",215
"6137","47665",113
"6138","47670",306
"6139","47708",428
"6140","47710",565
"6141","47711",170
"6142","47712",373
"6143","47713",326
"6144","47714",362
"6145","47715",400
"6146","47716",112
"6147","47720",326
"6148","47724",1
"6149","47725",214
"6150","47802",613
"6151","47803",610
"6152","47804",406
"6153","47805",215
"6154","47807",384
"6155","47833",214
"6156","47834",576
"6157","47837",2
"6158","47841",1
"6159","47842",530
"6160","47847",1
"6161","47848",1
"6162","47859",1
"6163","47862",112
"6164","47871",2
"6165","47872",282
"6166","47876",1
"6167","47882",587
"6168","47885",282
"6169","47901",428
"6170","47902",1
"6171","47903",1
"6172","47904",318
"6173","47905",389
"6174","47906",373
"6175","47907",1
"6176","47909",542
"6177","47918",609
"6178","47921",1
"6179","47922",2
"6180","47923",282
"6181","47925",1
"6182","47926",1
"6183","47928",1
"6184","47932",372
"6185","47933",428
"6186","47940",1
"6187","47944",224
"6188","47946",326
"6189","47951",112
"6190","47952",113
"6191","47954",1
"6192","47959",113
"6193","47960",284
"6194","47967",1
"6195","47970",1
"6196","47971",1
"6197","47977",224
"6198","47978",238
"6199","47980",2
"6200","47981",1
"6201","47987",372
"6202","47989",1
"6203","47991",2
"6204","47992",1
"6205","50002",1
"6206","50003",113
"6207","50006",2
"6208","50008",1
"6209","50009",519
"6210","50010",288
"6211","50014",554
"6212","50020",113
"6213","50021",373
"6214","50022",37
"6215","50023",262
"6216","50025",215
"6217","50029",1
"6218","50034",1
"6219","50036",295
"6220","50041",1
"6221","50044",1
"6222","50047",112
"6223","50049",474
"6224","50054",1
"6225","50056",1
"6226","50057",1
"6227","50058",224
"6228","50060",112
"6229","50063",1
"6230","50069",112
"6231","50070",1
"6232","50071",2
"6233","50072",1
"6234","50073",1
"6235","50074",1
"6236","50106",1
"6237","50107",1
"6238","50109",1
"6239","50111",474
"6240","50112",621
"6241","50115",2
"6242","50122",1
"6243","50123",112
"6244","50124",2
"6245","50125",610
"6246","50126",564
"6247","50128",1
"6248","50129",326
"6249","50131",224
"6250","50134",2
"6251","50135",113
"6252","50136",2
"6253","50138",508
"6254","50139",1
"6255","50140",1
"6256","50143",1
"6257","50144",113
"6258","50149",1
"6259","50157",1
"6260","50158",224
"6261","50160",1
"6262","50163",1
"6263","50166",2
"6264","50169",1
"6265","50171",2
"6266","50201",295
"6267","50207",112
"6268","50208",59
"6269","50211",1
"6270","50212",113
"6271","50213",406
"6272","50214",1
"6273","50216",113
"6274","50219",373
"6275","50220",520
"6276","50225",1
"6277","50226",112
"6278","50228",112
"6279","50235",1
"6280","50240",112
"6281","50247",112
"6282","50248",587
"6283","50249",1
"6284","50250",1
"6285","50251",1
"6286","50258",1
"6287","50263",372
"6288","50265",406
"6289","50266",411
"6290","50273",632
"6291","50276",1
"6292","50277",1
"6293","50301",1
"6294","50309",329
"6295","50310",170
"6296","50311",598
"6297","50312",519
"6298","50313",373
"6299","50314",305
"6300","50315",284
"6301","50316",406
"6302","50317",621
"6303","50320",136
"6304","50321",214
"6305","50322",214
"6306","50323",113
"6307","50325",328
"6308","50327",1
"6309","50401",328
"6310","50402",1
"6311","50421",261
"6312","50423",2
"6313","50424",214
"6314","50428",474
"6315","50430",1
"6316","50432",1
"6317","50434",1
"6318","50435",2
"6319","50436",474
"6320","50438",214
"6321","50440",1
"6322","50441",576
"6323","50447",1
"6324","50450",326
"6325","50451",1
"6326","50453",1
"6327","50456",2
"6328","50458",1
"6329","50459",112
"6330","50461",564
"6331","50465",2
"6332","50466",261
"6333","50468",1
"6334","50470",1
"6335","50471",1
"6336","50472",215
"6337","50476",113
"6338","50477",1
"6339","50480",1
"6340","50501",545
"6341","50510",1
"6342","50511",318
"6343","50514",112
"6344","50517",112
"6345","50525",326
"6346","50532",2
"6347","50533",113
"6348","50536",496
"6349","50542",1
"6350","50543",1
"6351","50548",238
"6352","50554",1
"6353","50556",1
"6354","50557",1
"6355","50561",1
"6356","50563",1
"6357","50566",1
"6358","50568",1
"6359","50570",1
"6360","50574",215
"6361","50576",1
"6362","50579",113
"6363","50581",1
"6364","50583",520
"6365","50588",373
"6366","50590",1
"6367","50595",216
"6368","50597",215
"6369","50599",1
"6370","50601",2
"6371","50602",1
"6372","50603",2
"6373","50604",2
"6374","50613",321
"6375","50616",610
"6376","50619",215
"6377","50621",2
"6378","50622",214
"6379","50624",1
"6380","50625",1
"6381","50627",326
"6382","50629",113
"6383","50630",1
"6384","50631",1
"6385","50636",372
"6386","50638",113
"6387","50643",112
"6388","50644",216
"6389","50645",1
