"","Group.1","x"
"10910","55974",214
"10911","55975",294
"10912","55976",326
"10913","55981",474
"10914","55985",1
"10915","55987",92
"10916","55992",372
"10917","56001",360
"10918","56003",326
"10919","56007",81
"10920","56009",1
"10921","56010",1
"10922","56011",474
"10923","56013",428
"10924","56014",1
"10925","56017",1
"10926","56020",1
"10927","56026",1
"10928","56027",1
"10929","56029",1
"10930","56031",307
"10931","56036",113
"10932","56045",112
"10933","56048",2
"10934","56051",112
"10935","56054",1
"10936","56055",214
"10937","56057",261
"10938","56058",316
"10939","56060",1
"10940","56062",113
"10941","56063",2
"10942","56065",113
"10943","56068",1
"10944","56069",224
"10945","56071",519
"10946","56072",113
"10947","56073",643
"10948","56075",1
"10949","56081",474
"10950","56082",474
"10951","56085",283
"10952","56087",520
"10953","56088",1
"10954","56090",1
"10955","56093",598
"10956","56096",372
"10957","56097",326
"10958","56098",2
"10959","56101",587
"10960","56110",113
"10961","56115",1
"10962","56116",1
"10963","56120",1
"10964","56121",1
"10965","56122",1
"10966","56123",1
"10967","56128",215
"10968","56129",1
"10969","56131",2
"10970","56136",1
"10971","56137",1
"10972","56138",112
"10973","56142",215
"10974","56143",554
"10975","56144",1
"10976","56145",1
"10977","56149",260
"10978","56150",214
"10979","56151",1
"10980","56152",113
"10981","56155",1
"10982","56156",520
"10983","56159",1
"10984","56164",2
"10985","56167",1
"10986","56171",113
"10987","56172",417
"10988","56175",224
"10989","56178",1
"10990","56180",215
"10991","56183",113
"10992","56185",1
"10993","56187",395
"10994","56201",225
"10995","56207",1
"10996","56208",112
"10997","56209",1
"10998","56215",224
"10999","56219",112
"11000","56220",428
"11001","56222",224
"11002","56223",1
"11003","56224",1
"11004","56229",2
"11005","56232",496
"11006","56236",1
"11007","56237",1
"11008","56240",1
"11009","56241",261
"11010","56243",1
"11011","56244",1
"11012","56245",2
"11013","56251",112
"11014","56252",2
"11015","56253",2
"11016","56256",112
"11017","56258",384
"11018","56260",1
"11019","56262",1
"11020","56264",224
"11021","56265",576
"11022","56266",1
"11023","56267",542
"11024","56270",1
"11025","56273",541
"11026","56277",542
"11027","56278",428
"11028","56279",1
"11029","56283",576
"11030","56284",1
"11031","56288",282
"11032","56289",1
"11033","56292",1
"11034","56293",1
"11035","56295",1
"11036","56296",261
"11037","56301",413
"11038","56303",417
"11039","56304",554
"11040","56307",542
"11041","56308",255
"11042","56309",2
"11043","56310",113
"11044","56312",112
"11045","56313",1
"11046","56314",1
"11047","56315",1
"11048","56316",113
"11049","56319",1
"11050","56320",520
"11051","56323",1
"11052","56326",326
"11053","56327",1
"11054","56329",112
"11055","56331",113
"11056","56334",372
"11057","56335",1
"11058","56336",2
"11059","56338",1
"11060","56339",1
"11061","56340",1
"11062","56342",261
"11063","56345",395
"11064","56347",587
"11065","56352",260
"11066","56353",394
"11067","56354",112
"11068","56358",1
"11069","56359",295
"11070","56360",326
"11071","56361",2
"11072","56362",261
"11073","56363",1
"11074","56364",113
"11075","56367",224
"11076","56368",1
"11077","56373",1
"11078","56374",215
"11079","56376",1
"11080","56377",520
"11081","56378",576
"11082","56379",564
"11083","56381",1
"11084","56382",2
"11085","56384",1
"11086","56387",249
"11087","56401",534
"11088","56425",282
"11089","56431",587
"11090","56435",1
"11091","56437",1
"11092","56438",113
"11093","56441",224
"11094","56442",326
"11095","56444",214
"11096","56446",112
"11097","56447",326
"11098","56450",112
"11099","56452",224
"11100","56455",1
"11101","56456",2
"11102","56458",1
"11103","56461",1
"11104","56464",112
"11105","56465",1
"11106","56466",113
"11107","56467",2
"11108","56468",588
"11109","56470",418
"11110","56472",496
"11111","56473",1
"11112","56474",474
"11113","56475",1
"11114","56477",326
"11115","56479",282
"11116","56482",643
"11117","56484",496
"11118","56501",114
"11119","56502",1
"11120","56510",261
"11121","56511",1
"11122","56515",1
"11123","56520",326
"11124","56528",1
"11125","56529",1
"11126","56531",112
"11127","56534",1
"11128","56535",1
"11129","56537",428
"11130","56540",215
"11131","56542",113
"11132","56543",1
"11133","56544",214
"11134","56549",215
"11135","56551",1
"11136","56554",112
"11137","56556",113
"11138","56557",214
"11139","56560",318
"11140","56567",113
"11141","56570",1
"11142","56571",1
"11143","56572",372
"11144","56573",519
"11145","56575",1
"11146","56577",1
"11147","56579",1
"11148","56584",1
"11149","56585",1
"11150","56587",215
"11151","56589",1
"11152","56601",290
"11153","56619",1
"11154","56621",215
"11155","56623",58
"11156","56626",1
"11157","56627",1
"11158","56628",214
"11159","56630",112
"11160","56633",1
"11161","56634",214
"11162","56636",260
"11163","56637",1
"11164","56647",1
"11165","56649",587
"11166","56653",1
"11167","56655",326
"11168","56661",113
"11169","56662",1
"11170","56663",1
"11171","56667",1
"11172","56669",2
"11173","56670",1
"11174","56672",113
"11175","56673",1
"11176","56685",1
"11177","56701",610
"11178","56713",1
"11179","56716",565
"11180","56721",417
"11181","56722",1
"11182","56726",428
"11183","56728",215
"11184","56732",215
"11185","56734",2
"11186","56735",112
"11187","56737",1
"11188","56738",113
"11189","56742",113
"11190","56750",1
"11191","56751",599
"11192","56754",1
"11193","56759",1
"11194","56762",326
"11195","56763",428
"11196","59003",112
"11197","59011",214
"11198","59014",112
"11199","59015",1
"11200","59018",2
"11201","59019",261
"11202","59020",1
"11203","59022",1
"11204","59028",1
"11205","59030",372
"11206","59034",372
"11207","59036",112
"11208","59037",1
"11209","59044",112
"11210","59047",15
"11211","59063",1
"11212","59068",439
"11213","59070",1
"11214","59072",295
"11215","59074",1
"11216","59087",1
"11217","59101",274
"11218","59102",529
"11219","59105",284
"11220","59106",306
"11221","59201",113
"11222","59215",1
"11223","59218",2
"11224","59221",1
"11225","59230",587
"11226","59248",1
"11227","59254",113
"11228","59255",112
"11229","59263",113
"11230","59270",474
"11231","59275",2
"11232","59301",4
"11233","59313",326
"11234","59314",1
"11235","59317",1
"11236","59323",112
"11237","59327",283
"11238","59330",474
"11239","59337",2
"11240","59349",112
"11241","59353",112
"11242","59401",148
"11243","59402",2
"11244","59403",112
"11245","59404",227
"11246","59405",231
"11247","59410",1
"11248","59414",2
"11249","59417",112
"11250","59422",112
"11251","59425",260
"11252","59427",496
"11253","59434",1
"11254","59436",112
"11255","59442",112
"11256","59457",576
"11257","59460",1
"11258","59468",1
"11259","59471",1
"11260","59474",565
"11261","59477",1
"11262","59479",1
"11263","59486",1
"11264","59501",362
"11265","59520",2
"11266","59523",224
"11267","59526",215
"11268","59532",112
"11269","59538",439
"11270","59540",1
"11271","59542",1
"11272","59546",1
"11273","59601",352
"11274","59602",428
"11275","59634",1
"11276","59635",112
"11277","59644",215
"11278","59645",326
"11279","59701",277
"11280","59703",1
"11281","59710",1
"11282","59711",554
"11283","59714",329
"11284","59715",456
"11285","59716",261
"11286","59718",328
"11287","59719",1
"11288","59720",1
"11289","59722",215
"11290","59725",554
"11291","59729",214
"11292","59730",1
"11293","59735",1
"11294","59741",1
"11295","59743",1
"11296","59745",1
"11297","59752",417
"11298","59754",1
"11299","59756",1
"11300","59758",317
"11301","59759",295
"11302","59801",365
"11303","59802",181
"11304","59803",2
"11305","59804",260
"11306","59808",462
"11307","59820",1
"11308","59821",1
"11309","59823",1
"11310","59824",112
"11311","59825",112
"11312","59828",2
"11313","59832",1
"11314","59833",2
"11315","59840",329
"11316","59847",215
"11317","59851",1
"11318","59853",112
"11319","59858",326
"11320","59859",214
"11321","59860",362
"11322","59864",554
"11323","59865",1
"11324","59866",1
"11325","59868",326
"11326","59870",428
"11327","59871",1
"11328","59872",112
"11329","59873",428
"11330","59875",406
"11331","59901",451
"11332","59903",2
"11333","59904",1
"11334","59911",576
"11335","59912",632
"11336","59917",372
"11337","59919",112
"11338","59922",112
"11339","59923",609
"11340","59931",1
"11341","59935",1
"11342","59937",362
"11343","63005",307
"11344","63010",329
"11345","63011",306
"11346","63012",283
"11347","63013",1
"11348","63016",112
"11349","63017",396
"11350","63019",576
"11351","63020",541
"11352","63021",508
"11353","63022",1
"11354","63023",1
"11355","63025",576
"11356","63026",236
"11357","63028",654
"11358","63031",81
"11359","63033",406
"11360","63034",542
"11361","63037",214
"11362","63039",1
"11363","63040",113
"11364","63042",202
"11365","63043",632
"11366","63044",362
"11367","63049",428
"11368","63050",326
"11369","63051",508
"11370","63052",372
"11371","63053",112
"11372","63055",214
"11373","63060",1
"11374","63068",2
"11375","63069",227
"11376","63070",215
"11377","63073",1
"11378","63074",362
"11379","63077",576
"11380","63080",318
"11381","63084",295
"11382","63088",474
"11383","63089",2
"11384","63090",126
"11385","63101",587
"11386","63102",372
"11387","63103",329
"11388","63104",643
"11389","63105",632
"11390","63106",224
"11391","63107",496
"11392","63108",92
"11393","63109",81
"11394","63110",296
"11395","63111",406
"11396","63112",305
"11397","63113",576
"11398","63114",103
"11399","63115",329
"11400","63116",37
"11401","63117",584
"11402","63118",136
"11403","63119",258
"11404","63120",2
"11405","63121",598
"11406","63122",181
"11407","63123",362
"11408","63124",373
"11409","63125",70
"11410","63126",406
"11411","63127",417
"11412","63128",48
"11413","63129",355
"11414","63130",395
"11415","63131",303
"11416","63132",126
"11417","63133",554
"11418","63134",215
"11419","63135",372
"11420","63136",275
"11421","63137",215
"11422","63138",283
"11423","63139",340
"11424","63140",1
"11425","63141",103
"11426","63143",295
"11427","63144",296
"11428","63145",112
"11429","63146",474
"11430","63147",576
"11431","63157",1
"11432","63166",1
"11433","63301",303
"11434","63302",1
"11435","63303",214
"11436","63304",37
"11437","63332",112
"11438","63333",1
"11439","63334",283
"11440","63336",1
"11441","63343",1
"11442","63347",1
"11443","63348",1
"11444","63349",1
"11445","63352",113
"11446","63353",372
"11447","63357",112
"11448","63359",1
"11449","63361",112
"11450","63362",283
"11451","63363",112
"11452","63365",1
"11453","63366",159
"11454","63367",317
"11455","63368",519
"11456","63376",378
"11457","63379",48
"11458","63382",2
"11459","63383",541
"11460","63384",2
"11461","63385",317
"11462","63389",215
"11463","63390",113
"11464","63401",362
"11465","63430",1
"11466","63434",112
"11467","63435",2
"11468","63436",1
"11469","63437",1
"11470","63441",1
"11471","63445",326
"11472","63446",1
"11473","63447",1
"11474","63452",113
"11475","63456",328
"11476","63457",1
"11477","63459",113
"11478","63461",224
"11479","63465",1
"11480","63468",261
"11481","63471",112
"11482","63501",225
"11483","63530",1
"11484","63532",1
"11485","63533",1
"11486","63536",1
"11487","63537",112
"11488","63545",1
"11489","63546",1
"11490","63548",1
"11491","63549",112
"11492","63552",609
"11493","63555",294
"11494","63556",113
"11495","63561",1
"11496","63565",326
"11497","63601",329
"11498","63620",1
"11499","63622",1
"11500","63624",1
"11501","63627",1
"11502","63628",113
"11503","63629",1
"11504","63630",1
"11505","63631",1
"11506","63637",1
"11507","63638",113
"11508","63640",373
"11509","63645",508
"11510","63648",1
"11511","63650",261
"11512","63654",112
"11513","63655",1
"11514","63660",1
"11515","63662",1
"11516","63664",508
"11517","63670",576
"11518","63673",1
"11519","63701",491
"11520","63702",260
"11521","63703",159
"11522","63732",1
"11523","63736",224
"11524","63740",372
"11525","63744",1
"11526","63751",1
"11527","63755",37
"11528","63760",1
"11529","63764",1
"11530","63766",2
"11531","63771",112
"11532","63775",295
"11533","63780",261
"11534","63784",1
"11535","63801",170
"11536","63822",1
"11537","63825",2
"11538","63829",112
"11539","63830",508
"11540","63834",326
"11541","63841",632
"11542","63845",224
"11543","63848",1
"11544","63851",283
"11545","63853",1
"11546","63857",351
"11547","63862",1
"11548","63863",554
"11549","63868",1
"11550","63869",283
"11551","63873",261
"11552","63874",1
"11553","63877",406
"11554","63879",1
"11555","63882",260
"11556","63901",281
"11557","63902",113
"11558","63933",261
"11559","63935",295
"11560","63936",112
"11561","63940",1
"11562","63943",1
"11563","63944",1
"11564","63945",1
"11565","63954",1
"11566","63957",326
"11567","63960",2
"11568","63961",1
"11569","63965",261
"11570","63967",1
"11571","64001",1
"11572","64012",306
"11573","64014",621
"11574","64015",318
"11575","64016",215
"11576","64020",112
"11577","64024",283
"11578","64029",326
"11579","64030",271
"11580","64034",1
"11581","64035",1
"11582","64037",214
"11583","64040",2
"11584","64048",2
"11585","64050",307
"11586","64051",1
"11587","64052",496
"11588","64053",214
"11589","64054",261
"11590","64055",451
"11591","64056",1
"11592","64057",262
"11593","64058",1
"11594","64060",542
"11595","64062",1
"11596","64063",114
"11597","64064",372
"11598","64067",406
"11599","64068",70
"11600","64070",113
"11601","64075",113
"11602","64076",428
"11603","64077",112
"11604","64078",113
"11605","64079",508
"11606","64080",215
"11607","64081",361
"11608","64082",224
"11609","64083",113
"11610","64085",474
"11611","64086",81
"11612","64089",326
"11613","64092",1
"11614","64093",114
"11615","64097",1
"11616","64098",215
"11617","64101",1
"11618","64102",1
"11619","64105",496
"11620","64106",261
"11621","64108",395
"11622","64109",215
"11623","64110",326
"11624","64111",395
"11625","64112",361
"11626","64113",238
"11627","64114",351
"11628","64116",350
"11629","64117",305
"11630","64118",136
"11631","64119",48
"11632","64120",214
"11633","64123",112
"11634","64124",564
"11635","64125",295
"11636","64126",113
"11637","64127",576
"11638","64128",519
"11639","64129",326
"11640","64130",496
"11641","64131",621
"11642","64132",113
"11643","64133",114
"11644","64134",474
"11645","64136",1
"11646","64137",214
"11647","64138",372
"11648","64139",1
"11649","64141",1
"11650","64145",519
"11651","64147",1
"11652","64150",113
"11653","64151",283
"11654","64152",576
"11655","64153",349
"11656","64154",329
"11657","64155",216
"11658","64156",112
"11659","64157",428
"11660","64158",214
"11661","64161",1
"11662","64401",1
"11663","64402",1
"11664","64424",417
"11665","64429",599
"11666","64439",1
"11667","64442",112
"11668","64446",113
"11669","64454",1
"11670","64455",1
"11671","64456",1
"11672","64458",1
"11673","64463",1
"11674","64465",214
"11675","64466",1
"11676","64468",362
"11677","64469",1
"11678","64470",1
"11679","64471",1
"11680","64473",112
"11681","64477",1
"11682","64482",326
"11683","64484",112
"11684","64485",295
"11685","64486",1
"11686","64489",215
"11687","64491",1
"11688","64492",2
"11689","64501",496
"11690","64502",1
"11691","64503",295
"11692","64504",372
"11693","64505",295
"11694","64506",285
"11695","64507",610
"11696","64508",1
"11697","64601",318
"11698","64623",1
"11699","64624",113
"11700","64625",112
"11701","64628",542
"11702","64633",372
"11703","64640",326
"11704","64641",1
"11705","64642",1
"11706","64644",112
"11707","64645",1
"11708","64648",224
"11709","64650",1
"11710","64653",1
"11711","64658",224
"11712","64667",1
"11713","64672",1
"11714","64673",1
"11715","64674",1
"11716","64682",1
"11717","64683",542
"11718","64701",350
"11719","64720",260
"11720","64723",1
"11721","64726",1
"11722","64730",520
"11723","64733",1
"11724","64734",112
"11725","64735",81
"11726","64738",1
"11727","64742",113
"11728","64744",215
"11729","64746",214
"11730","64747",112
"11731","64755",224
"11732","64759",394
"11733","64763",113
"11734","64772",81
"11735","64776",326
"11736","64779",113
"11737","64781",1
"11738","64784",1
"11739","64788",1
"11740","64790",1
"11741","64801",407
"11742","64803",224
"11743","64804",158
"11744","64831",295
"11745","64834",2
"11746","64835",1
"11747","64836",621
"11748","64840",1
"11749","64843",1
"11750","64844",1
"11751","64847",1
"11752","64850",462
"11753","64854",112
"11754","64855",1
"11755","64856",215
"11756","64861",1
"11757","64862",224
"11758","64863",113
"11759","64865",112
"11760","64867",1
"11761","64870",520
"11762","64874",1
"11763","65010",2
"11764","65013",261
"11765","65014",1
"11766","65017",1
"11767","65018",224
"11768","65020",373
"11769","65026",564
"11770","65035",1
"11771","65037",112
"11772","65038",372
"11773","65041",214
"11774","65042",1
"11775","65043",214
"11776","65047",113
"11777","65049",508
"11778","65051",2
"11779","65052",1
"11780","65054",214
"11781","65063",113
"11782","65065",361
"11783","65066",406
"11784","65074",214
"11785","65075",1
"11786","65078",326
"11787","65079",2
"11788","65080",1
"11789","65081",520
"11790","65084",542
"11791","65101",192
"11792","65102",1
"11793","65103",1
"11794","65109",222
"11795","65110",1
"11796","65201",383
"11797","65202",329
"11798","65203",325
"11799","65211",1
"11800","65231",112
"11801","65233",588
"11802","65236",2
"11803","65240",508
"11804","65244",1
"11805","65248",224
"11806","65251",565
"11807","65254",326
"11808","65255",112
"11809","65262",1
"11810","65263",1
"11811","65265",318
"11812","65270",473
"11813","65275",215
"11814","65279",1
"11815","65281",215
"11816","65301",243
"11817","65302",112
"11818","65324",1
"11819","65325",224
"11820","65336",214
"11821","65337",2
"11822","65338",224
"11823","65339",1
"11824","65340",372
"11825","65345",1
"11826","65348",1
"11827","65349",1
"11828","65351",113
"11829","65355",496
"11830","65360",261
"11831","65401",214
"11832","65402",1
"11833","65438",214
"11834","65439",1
"11835","65441",326
"11836","65453",417
"11837","65459",113
"11838","65473",326
"11839","65483",554
"11840","65486",1
"11841","65536",502
"11842","65542",214
"11843","65548",610
"11844","65555",1
"11845","65556",520
"11846","65559",520
"11847","65560",307
"11848","65565",428
"11849","65566",1
"11850","65567",1
"11851","65570",1
"11852","65571",113
"11853","65580",1
"11854","65582",113
"11855","65583",372
"11856","65584",284
"11857","65588",112
"11858","65603",1
"11859","65604",113
"11860","65605",554
"11861","65606",215
"11862","65608",372
"11863","65610",1
"11864","65611",2
"11865","65613",70
"11866","65615",215
"11867","65616",509
"11868","65617",112
"11869","65619",1
"11870","65620",1
"11871","65622",587
"11872","65624",1
"11873","65625",474
"11874","65626",1
"11875","65632",2
"11876","65633",113
"11877","65634",1
"11878","65635",1
"11879","65637",1
"11880","65647",1
"11881","65648",113
"11882","65649",1
"11883","65652",1
"11884","65653",428
"11885","65655",428
"11886","65656",1
"11887","65658",1
"11888","65661",112
"11889","65662",1
"11890","65667",326
"11891","65668",1
"11892","65669",112
"11893","65672",621
"11894","65674",214
"11895","65681",2
"11896","65682",113
"11897","65686",113
"11898","65689",113
"11899","65702",1
"11900","65704",2
"11901","65705",113
"11902","65706",565
"11903","65707",1
"11904","65708",318
"11905","65711",598
"11906","65712",215
"11907","65714",351
"11908","65720",1
"11909","65721",125
"11910","65722",1
"11911","65723",113
"11912","65732",2
"11913","65737",599
"11914","65738",621
"11915","65742",372
"11916","65745",113
"11917","65746",520
"11918","65747",215
"11919","65753",2
"11920","65755",1
"11921","65756",112
"11922","65757",113
"11923","65761",1
"11924","65770",214
"11925","65771",1
"11926","65772",1
"11927","65775",300
"11928","65779",1
"11929","65781",214
"11930","65785",112
"11931","65786",215
"11932","65790",1
"11933","65791",496
"11934","65793",326
"11935","65802",92
"11936","65803",266
"11937","65804",541
"11938","65806",554
"11939","65807",310
"11940","65809",1
"11941","65810",215
"11942","68003",112
"11943","68004",1
"11944","68005",576
"11945","68008",610
"11946","68015",1
"11947","68022",474
"11948","68025",214
"11949","68028",224
"11950","68030",1
"11951","68031",1
"11952","68037",2
"11953","68038",215
"11954","68041",1
"11955","68045",1
"11956","68046",103
"11957","68047",113
"11958","68048",530
"11959","68057",1
"11960","68059",214
"11961","68061",112
"11962","68064",1
"11963","68065",1
"11964","68066",508
"11965","68067",1
"11966","68069",1
"11967","68071",2
"11968","68073",1
"11969","68102",48
"11970","68104",474
"11971","68105",588
"11972","68106",249
"11973","68107",383
"11974","68108",508
"11975","68110",112
"11976","68111",305
"11977","68112",215
"11978","68113",1
"11979","68114",303
"11980","68116",565
"11981","68117",295
"11982","68118",305
"11983","68122",326
"11984","68123",114
"11985","68124",295
"11986","68127",114
"11987","68128",588
"11988","68130",643
"11989","68131",587
"11990","68132",474
"11991","68133",113
"11992","68134",462
"11993","68135",113
"11994","68137",81
"11995","68138",214
"11996","68144",377
"11997","68145",1
"11998","68147",113
"11999","68154",262
"12000","68164",530
"12001","68305",474
"12002","68310",59
"12003","68317",1
"12004","68322",1
"12005","68323",1
"12006","68331",1
"12007","68333",496
"12008","68338",1
"12009","68339",1
"12010","68340",112
"12011","68348",112
"12012","68351",112
"12013","68352",508
"12014","68355",576
"12015","68357",1
"12016","68358",1
"12017","68359",2
"12018","68361",224
"12019","68370",113
"12020","68371",326
"12021","68372",1
"12022","68376",113
"12023","68378",112
"12024","68402",1
"12025","68406",1
"12026","68410",632
"12027","68414",1
"12028","68420",2
"12029","68422",1
"12030","68430",1
"12031","68434",564
"12032","68436",112
"12033","68443",1
"12034","68446",214
"12035","68450",326
"12036","68461",113
"12037","68462",224
"12038","68463",1
"12039","68464",1
"12040","68465",113
"12041","68466",112
"12042","68467",609
"12043","68501",112
"12044","68502",296
"12045","68503",112
"12046","68504",284
"12047","68505",236
"12048","68506",362
"12049","68507",519
"12050","68508",329
"12051","68510",70
"12052","68512",113
"12053","68516",258
"12054","68521",340
"12055","68522",113
"12056","68524",1
"12057","68526",1
"12058","68528",260
"12059","68542",1
"12060","68601",214
"12061","68602",1
"12062","68620",372
"12063","68627",112
"12064","68629",224
"12065","68632",326
"12066","68633",113
"12067","68636",1
"12068","68640",112
"12069","68641",214
"12070","68642",1
"12071","68643",1
"12072","68649",2
"12073","68651",2
"12074","68652",112
"12075","68660",1
"12076","68661",520
"12077","68662",112
"12078","68663",1
"12079","68665",112
"12080","68666",1
"12081","68701",311
"12082","68702",1
"12083","68713",113
"12084","68714",214
"12085","68716",1
"12086","68718",113
"12087","68722",113
"12088","68725",1
"12089","68727",1
"12090","68729",215
"12091","68730",214
"12092","68734",1
"12093","68739",326
"12094","68745",112
"12095","68746",1
"12096","68748",214
"12097","68756",215
"12098","68757",1
"12099","68760",1
"12100","68763",496
"12101","68764",1
"12102","68765",1
"12103","68767",2
"12104","68769",224
"12105","68770",112
"12106","68771",224
"12107","68776",249
"12108","68777",112
"12109","68778",1
"12110","68779",112
"12111","68780",1
"12112","68783",214
"12113","68784",112
"12114","68786",113
"12115","68787",588
"12116","68788",474
"12117","68791",112
"12118","68801",428
"12119","68802",1
"12120","68803",562
"12121","68812",1
"12122","68815",2
"12123","68818",394
"12124","68820",1
"12125","68822",508
"12126","68823",261
"12127","68825",112
"12128","68826",283
"12129","68832",113
"12130","68833",1
"12131","68838",1
"12132","68840",112
"12133","68841",1
"12134","68842",112
"12135","68845",520
"12136","68847",310
"12137","68848",113
"12138","68850",307
"12139","68852",1
"12140","68853",214
"12141","68862",474
"12142","68863",1
"12143","68864",1
"12144","68869",2
"12145","68873",326
"12146","68876",1
"12147","68883",112
"12148","68901",114
"12149","68902",112
"12150","68920",112
"12151","68922",215
"12152","68927",1
"12153","68930",2
"12154","68933",113
"12155","68935",1
"12156","68937",2
"12157","68939",112
"12158","68940",1
"12159","68947",1
"12160","68948",1
"12161","68949",554
"12162","68956",1
"12163","68957",1
"12164","68959",326
"12165","68961",1
"12166","68967",2
"12167","68970",1
"12168","68971",1
"12169","68978",326
"12170","68979",1
"12171","69001",406
"12172","69021",215
"12173","69022",2
"12174","69023",1
"12175","69024",1
"12176","69028",1
"12177","69029",112
"12178","69030",1
"12179","69032",1
"12180","69033",283
"12181","69034",1
"12182","69040",1
"12183","69101",270
"12184","69103",1
"12185","69120",112
"12186","69121",2
"12187","69122",1
"12188","69129",2
"12189","69130",215
"12190","69134",1
"12191","69138",428
"12192","69140",428
"12193","69143",1
"12194","69145",326
"12195","69150",112
"12196","69153",621
"12197","69154",1
"12198","69155",1
"12199","69162",599
"12200","69165",1
"12201","69166",112
"12202","69169",2
"12203","69201",261
"12204","69210",215
"12205","69217",2
"12206","69301",564
"12207","69334",1
"12208","69336",113
"12209","69337",147
"12210","69339",1
"12211","69341",417
"12212","69343",394
"12213","69347",112
"12214","69348",224
"12215","69356",1
"12216","69357",1
"12217","69358",2
"12218","69360",326
"12219","69361",170
"12220","69363",224
"12221","69365",1
"12222","89001",1
"12223","89002",214
"12224","89005",587
"12225","89011",554
"12226","89012",214
"12227","89014",370
"12228","89015",317
"12229","89017",1
"12230","89019",101
"12231","89020",112
"12232","89024",112
"12233","89027",576
"12234","89029",282
"12235","89030",168
"12236","89031",326
"12237","89032",273
"12238","89041",112
"12239","89043",2
"12240","89044",1
"12241","89045",1
"12242","89048",37
"12243","89049",113
"12244","89052",81
"12245","89060",215
"12246","89074",295
"12247","89081",113
"12248","89084",215
"12249","89101",329
"12250","89102",392
"12251","89103",542
"12252","89104",313
"12253","89106",328
"12254","89107",539
"12255","89108",395
"12256","89109",198
"12257","89110",36
"12258","89111",282
"12259","89113",283
"12260","89114",1
"12261","89115",315
"12262","89117",170
"12263","89118",520
"12264","89119",423
"12265","89120",384
"12266","89121",148
"12267","89122",587
"12268","89123",595
"12269","89124",1
"12270","89126",1
"12271","89128",340
"12272","89129",530
"12273","89130",326
"12274","89131",47
"12275","89134",519
"12276","89135",316
"12277","89138",1
"12278","89139",102
"12279","89141",224
"12280","89142",113
"12281","89144",113
"12282","89145",262
"12283","89146",158
"12284","89147",306
"12285","89148",587
"12286","89149",329
"12287","89156",215
"12288","89166",1
"12289","89169",351
"12290","89170",1
"12291","89177",1
"12292","89178",112
"12293","89183",215
"12294","89191",113
"12295","89193",1
"12296","89301",260
"12297","89310",1
"12298","89311",112
"12299","89317",1
"12300","89318",112
"12301","89403",112
"12302","89406",351
"12303","89408",214
"12304","89410",621
"12305","89415",214
"12306","89419",1
"12307","89421",1
"12308","89423",372
"12309","89425",1
"12310","89429",113
"12311","89430",1
"12312","89431",269
"12313","89433",1
"12314","89434",295
"12315","89435",1
"12316","89436",565
"12317","89439",1
"12318","89440",372
"12319","89441",2
"12320","89444",1
"12321","89445",610
"12322","89447",598
"12323","89448",1
"12324","89449",326
"12325","89450",2
"12326","89451",587
"12327","89460",224
"12328","89501",249
"12329","89502",572
"12330","89503",114
"12331","89506",326
"12332","89508",2
"12333","89509",610
"12334","89511",279
"12335","89512",361
"12336","89519",260
"12337","89521",587
"12338","89523",520
"12339","89557",1
"12340","89595",1
"12341","89701",514
"12342","89702",1
"12343","89703",474
"12344","89705",428
"12345","89706",598
"12346","89801",406
"12347","89815",2
"12348","89820",113
"12349","89822",112
"12350","89835",112
"12351","89883",214
"12352","10001",324
"12353","10002",325
"12354","10003",571
"12355","10004",329
"12356","10005",542
"12357","10006",599
"12358","10007",170
"12359","10009",412
"12360","10010",314
"12361","10011",564
"12362","10012",285
"12363","10013",79
"12364","10014",574
"12365","10016",504
"12366","10017",378
"12367","10018",586
"12368","10019",535
"12369","10020",519
"12370","10021",541
"12371","10022",555
"12372","10023",330
"12373","10024",306
"12374","10025",328
"12375","10026",70
"12376","10027",203
"12377","10028",403
"12378","10029",513
"12379","10030",542
"12380","10031",192
"12381","10032",433
"12382","10033",520
"12383","10034",103
"12384","10035",226
"12385","10036",623
"12386","10037",576
"12387","10038",402
"12388","10039",283
"12389","10040",352
"12390","10041",1
"12391","10065",286
"12392","10075",81
"12393","10087",1
"12394","10103",2
"12395","10110",2
"12396","10111",112
"12397","10112",260
"12398","10118",306
"12399","10119",214
"12400","10123",1
"12401","10128",276
"12402","10153",1
"12403","10154",1
"12404","10155",1
"12405","10165",2
"12406","10166",112
"12407","10168",1
"12408","10171",1
"12409","10173",1
"12410","10174",1
"12411","10175",1
"12412","10177",2
"12413","10199",1
"12414","10261",1
"12415","10271",1
"12416","10276",1
"12417","10279",1
"12418","10280",113
"12419","10281",2
"12420","10282",2
"12421","10285",1
"12422","10301",340
"12423","10302",125
"12424","10303",114
"12425","10304",70
"12426","10305",48
"12427","10306",281
"12428","10307",474
"12429","10308",2
"12430","10309",373
"12431","10310",318
"12432","10312",147
"12433","10314",453
"12434","10451",270
"12435","10452",426
"12436","10453",341
"12437","10454",147
"12438","10455",421
"12439","10456",258
"12440","10457",435
"12441","10458",536
"12442","10459",397
"12443","10460",365
"12444","10461",365
"12445","10462",553
"12446","10463",281
"12447","10464",215
"12448","10465",587
"12449","10466",214
"12450","10467",523
"12451","10468",444
"12452","10469",147
"12453","10470",283
"12454","10471",295
"12455","10472",397
"12456","10473",384
"12457","10474",598
"12458","10475",610
"12459","10502",394
"12460","10504",599
"12461","10505",215
"12462","10506",327
"12463","10507",362
