"","GEO.id2","ESTAB"
"149888","32648","1"
"149931","32653","13"
"150115","32655","3"
"150182","32656","15"
"150391","32658","1"
"150419","32664","1"
"150458","32666","7"
"150576","32667","5"
"150692","32668","2"
"150731","32669","13"
"150991","32680","4"
"151136","32681","1"
"151180","32686","4"
"151302","32693","7"
"151492","32694","4"
"151611","32696","16"
"151858","32697","1"
"151877","32701","94"
"152487","32702","3"
"152506","32703","76"
"153120","32707","58"
"153608","32708","31"
"153995","32709","1"
"154047","32712","22"
"154330","32713","13"
"154542","32714","70"
"155129","32720","64"
"155718","32723","1"
"155737","32724","32"
"156059","32725","31"
"156369","32726","38"
"156769","32727","3"
"156800","32730","18"
"157078","32732","3"
"157150","32735","1"
"157192","32736","5"
"157320","32738","21"
"157536","32744","2"
"157597","32746","55"
"158123","32750","70"
"158712","32751","24"
"159055","32752","2"
"159116","32754","14"
"159343","32757","39"
"159813","32759","3"
"159927","32763","55"
"160465","32764","5"
"160542","32765","83"
"161199","32766","3"
"161289","32767","1"
"161336","32771","131"
"162116","32773","43"
"162634","32776","7"
"162856","32778","19"
"163218","32779","16"
"163548","32780","54"
"164058","32784","9"
"164218","32789","86"
"164894","32790","1"
"164940","32792","54"
"165499","32796","18"
"165827","32798","4"
"165919","32801","22"
"166209","32802","4"
"166276","32803","99"
"166958","32804","53"
"167493","32805","30"
"167896","32806","54"
"168426","32807","57"
"168973","32808","59"
"169506","32809","223"
"170264","32810","70"
"170694","32811","46"
"171154","32812","26"
"171421","32814","3"
"171515","32816","4"
"171590","32817","48"
"172016","32818","52"
"172381","32819","267"
"173098","32820","14"
"173267","32821","165"
"173630","32822","72"
"174069","32824","26"
"174358","32825","23"
"174608","32826","23"
"174864","32827","8"
"175083","32828","66"
"175600","32829","7"
"175763","32830","31"
"176003","32832","5"
"176121","32833","3"
"176183","32835","29"
"176515","32836","14"
"176750","32837","72"
"177362","32839","144"
"177916","32856","1"
"177946","32861","1"
"177962","32862","2"
"178026","32901","67"
"178625","32902","2"
"178656","32903","13"
"178941","32904","107"
"179669","32905","47"
"180069","32907","35"
"180391","32908","1"
"180426","32909","9"
"180600","32920","10"
"180813","32922","45"
"181332","32925","1"
"181383","32926","22"
"181670","32927","19"
"181885","32931","17"
"182216","32934","10"
"182469","32935","68"
"183118","32936","1"
"183146","32937","35"
"183621","32940","66"
"184162","32948","5"
"184226","32949","2"
"184298","32950","2"
"184385","32951","7"
"184574","32952","49"
"185085","32953","32"
"185478","32955","42"
"185931","32957","1"
"185950","32958","30"
"186411","32960","79"
"187073","32962","21"
"187395","32963","18"
"187758","32965","1"
"187777","32966","74"
"188330","32967","14"
"188555","32968","10"
"188752","32976","3"
"188856","33004","60"
"189372","33009","70"
"189976","33010","70"
"190619","33011","1"
"190659","33012","163"
"191473","33013","32"
"191957","33014","63"
"192600","33015","50"
"193096","33016","67"
"193680","33018","26"
"194139","33019","5"
"194362","33020","84"
"194969","33021","62"
"195575","33022","1"
"195606","33023","75"
"196180","33024","95"
"196777","33025","42"
"197176","33026","124"
"197721","33027","82"
"198287","33028","8"
"198547","33029","19"
"198877","33030","56"
"199375","33031","2"
"199478","33032","22"
"199752","33033","37"
"200120","33034","41"
"200451","33035","3"
"200560","33036","11"
"200842","33037","40"
"201276","33040","101"
"201973","33041","4"
"202025","33042","5"
"202172","33043","9"
"202396","33050","22"
"202812","33054","35"
"203265","33055","22"
"203551","33056","40"
"203932","33060","34"
"204384","33062","47"
"204930","33063","59"
"205533","33064","103"
"206171","33065","40"
"206782","33067","36"
"207238","33068","30"
"207582","33069","88"
"208066","33070","16"
"208305","33071","85"
"208892","33073","87"
"209552","33076","27"
"209996","33077","1"
"210048","33101","2"
"210078","33109","1"
"210157","33122","59"
"210562","33124","1"
"210581","33125","29"
"211015","33126","60"
"211598","33127","61"
"212166","33128","2"
"212374","33129","5"
"212524","33130","33"
"212982","33131","45"
"213499","33132","64"
"214029","33133","50"
"214520","33134","69"
"215147","33135","50"
"215691","33136","9"
"215885","33137","57"
"216347","33138","28"
"216856","33139","193"
"217558","33140","16"
"217918","33141","21"
"218233","33142","110"
"218982","33143","70"
"219565","33144","71"
"220224","33145","43"
"220709","33146","87"
"221190","33147","55"
"221698","33149","15"
"222003","33150","30"
"222330","33152","1"
"222377","33154","76"
"222770","33155","97"
"223572","33156","150"
"224260","33157","91"
"224926","33158","2"
"225033","33160","49"
"225582","33161","33"
"225997","33162","60"
"226645","33165","66"
"227225","33166","116"
"227906","33167","10"
"228089","33168","29"
"228529","33169","66"
"228980","33170","12"
"229168","33172","233"
"229845","33173","23"
"230214","33174","35"
"230661","33175","39"
"231163","33176","109"
"231814","33177","28"
"232153","33178","54"
"232654","33179","24"
"233067","33180","208"
"233707","33181","40"
"234310","33183","40"
"234724","33184","31"
"235062","33185","11"
"235332","33186","107"
"236075","33187","5"
"236244","33189","44"
"236707","33193","9"
"236954","33194","1"
"236994","33196","26"
"237494","33256","2"
"237570","33299","1"
"237589","33301","37"
"238031","33304","92"
"238704","33305","34"
"239107","33306","30"
"239462","33307","1"
"239481","33308","38"
"240026","33309","73"
"240568","33310","1"
"240587","33311","63"
"241225","33312","64"
"241781","33313","37"
"242299","33314","56"
"242923","33315","43"
"243322","33316","65"
"243833","33317","48"
"244287","33319","44"
"244685","33321","34"
"245126","33322","30"
"245522","33323","217"
"246055","33324","89"
"246680","33325","29"
"247047","33326","33"
"247474","33327","6"
"247659","33328","34"
"248163","33330","17"
"248467","33331","44"
"248833","33332","8"
"249017","33334","45"
"249690","33335","1"
"249724","33351","54"
"250320","33355","1"
"250354","33388","33"
"250620","33401","72"
"251208","33402","1"
"251236","33403","54"
"251749","33404","43"
"252176","33405","30"
"252616","33406","28"
"253009","33407","50"
"253493","33408","39"
"253995","33409","109"
"254587","33410","158"
"255235","33411","101"
"255832","33412","3"
"255940","33413","8"
"256201","33414","109"
"256881","33415","40"
"257403","33417","16"
"257735","33418","17"
"258063","33420","1"
"258105","33424","1"
"258139","33426","90"
"258794","33428","23"
"259194","33429","1"
"259213","33430","29"
"259561","33431","173"
"260243","33432","44"
"260807","33433","23"
"261233","33434","59"
"261673","33435","31"
"262130","33436","34"
"262499","33437","15"
"262767","33438","1"
"262822","33440","25"
"263150","33441","56"
"263673","33442","46"
"264167","33444","32"
"264611","33445","36"
"265071","33446","21"
"265353","33449","4"
"265494","33455","12"
"265825","33458","79"
"266424","33460","35"
"266881","33461","44"
"267376","33462","35"
"267870","33463","56"
"268374","33464","1"
"268403","33467","53"
"268920","33468","1"
"268951","33469","24"
"269375","33470","12"
"269614","33471","4"
"269718","33472","3"
"269872","33473","2"
"269969","33476","5"
"270077","33477","26"
"270439","33478","10"
"270697","33480","82"
"271124","33483","54"
"271693","33484","27"
"272047","33486","13"
"272342","33487","41"
"272713","33493","3"
"272767","33496","12"
"272959","33497","1"
"272978","33498","16"
"273281","33499","1"
"273300","33510","10"
"273561","33511","196"
"274283","33513","21"
"274580","33514","1"
"274638","33523","20"
"274906","33524","1"
"274925","33525","27"
"275241","33526","2"
"275260","33527","13"
"275477","33534","11"
"275659","33538","5"
"275733","33540","4"
"275874","33541","41"
"276231","33542","11"
"276544","33543","58"
"276997","33544","28"
"277358","33545","2"
"277415","33547","12"
"277591","33548","12"
"277834","33549","34"
"278219","33550","1"
"278238","33556","20"
"278605","33558","9"
"278820","33559","7"
"279036","33563","35"
"279435","33565","8"
"279584","33566","39"
"279941","33567","11"
"280111","33568","1"
"280157","33569","30"
"280452","33570","15"
"280761","33572","8"
"280959","33573","18"
"281226","33574","1"
"281259","33576","7"
"281395","33578","23"
"281757","33579","1"
"281890","33584","36"
"282203","33585","1"
"282245","33592","11"
"282379","33594","29"
"282738","33596","6"
"282934","33597","8"
"283045","33598","6"
"283156","33601","2"
"283211","33602","12"
"283579","33603","23"
"283915","33604","60"
"284377","33605","22"
"284724","33606","33"
"285098","33607","142"
"285773","33609","90"
"286368","33610","57"
"286858","33611","52"
"287307","33612","147"
"288026","33613","38"
"288481","33614","85"
"289039","33615","41"
"289478","33616","1"
"289581","33617","40"
"290029","33618","72"
"290591","33619","112"
"291110","33620","3"
"291151","33621","2"
"291211","33622","1"
"291251","33624","25"
"291551","33625","75"
"292107","33626","32"
"292481","33629","32"
"293032","33634","58"
"293500","33635","9"
"293795","33637","9"
"293971","33647","36"
"294430","33682","3"
"294457","33684","1"
"294472","33687","1"
"294491","33701","19"
"294933","33702","36"
"295302","33703","8"
"295577","33704","25"
"295973","33705","16"
"296226","33706","22"
"296602","33707","18"
"297010","33708","15"
"297422","33709","39"
"297866","33710","95"
"298483","33711","32"
"298845","33712","17"
"299165","33713","54"
"299668","33714","34"
"300005","33715","3"
"300116","33716","17"
"300298","33729","5"
"300380","33741","1"
"300407","33743","1"
"300426","33755","30"
"300795","33756","37"
"301325","33759","39"
"301789","33760","31"
"302097","33761","86"
"302688","33762","20"
"302971","33763","14"
"303183","33764","54"
"303630","33765","52"
"304184","33767","11"
"304416","33770","43"
"304924","33771","59"
"305441","33772","30"
"305856","33773","19"
"306211","33774","14"
"306507","33776","5"
"306644","33777","20"
"306858","33778","20"
"307176","33780","2"
"307207","33781","81"
"307835","33782","16"
"308113","33785","4"
"308248","33801","57"
"308801","33802","1"
"308832","33803","82"
"309440","33804","1"
"309459","33805","22"
"309758","33806","1"
"309773","33807","1"
"309792","33809","97"
"310373","33810","11"
"310562","33811","10"
"310801","33812","3"
"310880","33813","39"
"311320","33815","28"
"311587","33820","2"
"311629","33823","31"
"312072","33825","30"
"312467","33830","38"
"312864","33831","1"
"312895","33834","4"
"312983","33835","1"
"313019","33836","1"
"313038","33837","24"
"313326","33838","9"
"313524","33839","3"
"313623","33841","8"
"313777","33843","6"
"313942","33844","29"
"314336","33845","1"
"314352","33846","1"
"314379","33847","1"
"314394","33848","1"
"314412","33850","5"
"314553","33851","4"
"314616","33852","24"
"314936","33853","32"
"315345","33857","1"
"315364","33859","14"
"315664","33860","16"
"315904","33865","2"
"315931","33868","8"
"316053","33870","73"
"316636","33872","3"
"316736","33873","29"
"317050","33875","2"
"317092","33876","2"
"317201","33880","72"
"317800","33881","25"
"318221","33884","22"
"318638","33890","2"
"318724","33896","8"
"318839","33897","5"
"318987","33898","8"
"319106","33901","103"
"319788","33902","4"
"319843","33903","52"
"320316","33904","42"
"320801","33905","50"
"321269","33907","107"
"321914","33908","97"
"322532","33909","32"
"322922","33912","77"
"323434","33913","42"
"323826","33914","16"
"324147","33916","29"
"324527","33917","15"
"324766","33919","18"
"325121","33920","2"
"325189","33921","2"
"325352","33924","2"
"325407","33928","129"
"325972","33929","1"
"325988","33930","1"
"326029","33931","19"
"326355","33935","19"
"326575","33936","24"
"326828","33945","1"
"326844","33946","3"
"326918","33948","59"
"327435","33950","38"
"327954","33952","37"
"328403","33953","11"
"328668","33954","8"
"328877","33955","2"
"328934","33956","4"
"328990","33957","22"
"329355","33966","41"
"329740","33967","2"
"329881","33970","1"
"329921","33971","16"
"330172","33972","1"
"330221","33973","1"
"330276","33975","1"
"330316","33976","1"
"330356","33980","29"
"330688","33981","4"
"330765","33982","5"
"330906","33983","4"
"331017","33990","40"
"331507","33991","27"
"331871","33993","3"
"331992","33994","1"
"332017","34101","4"
"332089","34102","97"
"332765","34103","52"
"333222","34104","53"
"333687","34105","13"
"333915","34108","66"
"334313","34109","63"
"334877","34110","40"
"335328","34112","42"
"335744","34113","15"
"336025","34114","12"
"336285","34116","22"
"336566","34117","1"
"336645","34119","19"
"336913","34120","6"
"337069","34134","37"
"337503","34135","52"
"337983","34137","1"
"338009","34139","1"
"338088","34142","26"
"338356","34145","35"
"338852","34201","20"
"339097","34202","12"
"339400","34203","40"
"339847","34205","48"
"340380","34206","1"
"340411","34207","76"
"340939","34208","47"
"341392","34209","20"
"341768","34210","27"
"342167","34211","9"
"342343","34212","3"
"342428","34215","1"
"342505","34216","2"
"342592","34217","11"
"342903","34219","9"
"343072","34220","1"
"343091","34221","30"
"343459","34222","85"
"343874","34223","29"
"344248","34224","28"
"344604","34228","3"
"344726","34229","10"
"344989","34230","1"
"345045","34231","90"
"345725","34232","46"
"346213","34233","66"
"346702","34234","31"
"347133","34235","8"
"347310","34236","49"
"347905","34237","23"
"348219","34238","40"
"348650","34239","56"
"349184","34240","17"
"349447","34241","3"
"349565","34242","11"
"349769","34243","54"
"350300","34251","3"
"350413","34264","1"
"350441","34266","35"
"350759","34268","4"
"350818","34269","2"
"350871","34272","1"
"350898","34274","1"
"350917","34275","21"
"351230","34285","36"
"351812","34286","3"
"351910","34287","30"
"352237","34288","5"
"352305","34289","2"
"352356","34292","28"
"352677","34293","41"
"353141","34295","1"
"353160","34420","33"
"353536","34421","1"
"353563","34423","2"
"353602","34428","12"
"353949","34429","27"
"354387","34430","2"
"354416","34431","1"
"354485","34432","16"
"354775","34433","2"
"354869","34434","3"
"354933","34436","4"
"355083","34442","10"
"355297","34445","1"
"355316","34446","14"
"355560","34448","17"
"355780","34449","5"
"355874","34450","26"
"356221","34452","9"
"356357","34453","22"
"356772","34461","10"
"357046","34465","7"
"357219","34470","45"
"357772","34471","51"
"358293","34472","20"
"358496","34473","7"
"358653","34474","115"
"359287","34475","55"
"359778","34476","10"
"359966","34478","1"
"360009","34479","7"
"360178","34480","19"
"360523","34481","15"
"360817","34482","26"
"361071","34484","4"
"361156","34487","1"
"361186","34488","16"
"361348","34489","1"
"361367","34491","20"
"361717","34601","43"
"362189","34602","5"
"362284","34603","1"
"362302","34604","6"
"362435","34606","43"
"362890","34607","10"
"363064","34608","10"
"363297","34609","28"
"363601","34610","6"
"363750","34613","50"
"364174","34614","1"
"364231","34637","1"
"364285","34638","5"
"364393","34639","21"
"364722","34652","47"
"365208","34653","28"
"365530","34654","22"
"365802","34655","33"
"366217","34667","59"
"366733","34668","75"
"367356","34669","16"
"367617","34677","27"
"368067","34683","16"
"368411","34684","49"
"368905","34685","14"
"369107","34688","3"
"369239","34689","35"
"369796","34690","6"
"369987","34691","27"
"370276","34695","6"
"370502","34698","34"
"371061","34711","69"
"371628","34714","11"
"371771","34715","5"
"371955","34731","15"
"372249","34736","11"
"372482","34741","105"
"373161","34743","18"
"373367","34744","59"
"373922","34746","58"
"374404","34747","29"
"374719","34748","65"
"375300","34749","2"
"375352","34753","4"
"375431","34755","2"
"375459","34756","1"
"375495","34758","3"
"375546","34759","14"
"375766","34760","3"
"375819","34761","69"
"376372","34769","40"
"376839","34770","1"
"376876","34771","11"
"377013","34772","9"
"377193","34777","1"
"377236","34785","35"
"377562","34786","7"
"377805","34787","86"
"378389","34788","37"
"378797","34797","1"
"378847","34945","6"
"378909","34946","12"
"379114","34947","22"
"379368","34949","3"
"379456","34950","27"
"379854","34951","7"
"380025","34952","53"
"380519","34953","24"
"380883","34956","7"
"381015","34957","82"
"381599","34972","33"
"382011","34974","29"
"382423","34981","3"
"382497","34982","44"
"383020","34983","14"
"383247","34984","11"
"383489","34985","1"
"383517","34986","35"
"383902","34987","13"
