"","GEO.id2","ESTABrate"
"1","06001",0.160493827160494
"2","06002",0.0952380952380952
"3","06006",0
"4","06010",0.0833333333333333
"5","06011",0
"6","06013",0.181818181818182
"7","06016",0.333333333333333
"8","06018",0
"9","06019",0.0769230769230769
"10","06020",0
"11","06022",0
"12","06023",0.125
"13","06024",0
"14","06026",0
"15","06027",1
"16","06029",0.1
"17","06030",0
"18","06031",0.4
"19","06032",0.110526315789474
"20","06033",0.122641509433962
"21","06035",0.032258064516129
"22","06037",0.0972222222222222
"23","06039",0.375
"24","06040",0.0996168582375479
"25","06042",0.1625
"26","06043",0.142857142857143
"27","06045",0
"28","06050",0
"29","06051",0.113636363636364
"30","06052",0.25
"31","06053",0.0961538461538462
"32","06057",0.0909090909090909
"33","06058",0
"34","06061",0
"35","06062",0.109375
"36","06063",0
"37","06064",0
"38","06065",0.5
"39","06066",0.0916666666666667
"40","06067",0.125
"41","06068",0
"42","06069",0.470588235294118
"43","06070",0.155555555555556
"44","06071",0.130434782608696
"45","06072",0
"46","06073",0.125
"47","06074",0.120689655172414
"48","06075",0
"49","06076",0.111111111111111
"50","06078",0.0714285714285714
"51","06080",0
"52","06081",0
"53","06082",0.0989010989010989
"54","06083",0
"55","06084",0.125
"56","06085",0.25
"57","06088",0.117647058823529
"58","06089",0
"59","06091",0
"60","06092",0.125
"61","06093",0
"62","06095",0.0833333333333333
"63","06096",0.0967741935483871
"64","06098",0.0857142857142857
"65","06101",0
"66","06103",0.333333333333333
"67","06105",0.194444444444444
"68","06106",0.182608695652174
"69","06107",0.0666666666666667
"70","06108",0.151162790697674
"71","06109",0.112244897959184
"72","06110",0.0888888888888889
"73","06111",0.110236220472441
"74","06112",0.294117647058824
"75","06114",0.164835164835165
"76","06117",0.108108108108108
"77","06118",0.142857142857143
"78","06119",0.0232558139534884
"79","06120",0.153846153846154
"80","06126",0
"81","06127",0
"82","06131",0
"83","06134",0
"84","06137",1
"85","06138",1
"86","06156",0
"87","06226",0.015625
"88","06231",0.5
"89","06232",0
"90","06234",0.08
"91","06235",0
"92","06237",0.0909090909090909
"93","06238",0.176470588235294
"94","06239",0.157894736842105
"95","06241",0.0909090909090909
"96","06242",0.333333333333333
"97","06243",0
"98","06244",0
"99","06246",0
"100","06247",0
"101","06248",0.125
"102","06249",0.166666666666667
"103","06250",0.0769230769230769
"104","06251",0
"105","06254",0
"106","06255",0.125
"107","06256",0.111111111111111
"108","06258",0
"109","06259",0
"110","06260",0.1
"111","06262",0
"112","06264",0
"113","06266",0.2
"114","06267",0
"115","06268",0.105263157894737
"116","06269",0.5
"117","06277",0.333333333333333
"118","06278",0
"119","06279",0.111111111111111
"120","06280",0
"121","06281",0.333333333333333
"122","06320",0.118811881188119
"123","06330",0
"124","06331",0
"125","06333",0.105263157894737
"126","06334",0
"127","06335",0.333333333333333
"128","06339",0.125
"129","06340",0.0810810810810811
"130","06349",0
"131","06351",0.178571428571429
"132","06353",0.333333333333333
"133","06354",0.0769230769230769
"134","06355",0.12396694214876
"135","06357",0.0731707317073171
"136","06359",0.25
"137","06360",0.0695652173913043
"138","06365",0
"139","06370",0.2
"140","06371",0.08
"141","06372",0
"142","06373",0
"143","06374",0.0967741935483871
"144","06375",0
"145","06376",0
"146","06377",0.666666666666667
"147","06378",0.0476190476190476
"148","06379",0.0454545454545455
"149","06380",0
"150","06382",0.04
"151","06384",0.5
"152","06385",0.0843373493975904
"153","06387",0
"154","06389",0
"155","06401",0.06
"156","06403",0.125
"157","06405",0.105263157894737
"158","06408",0
"159","06409",0.222222222222222
"160","06410",0.142857142857143
"161","06412",0.2
"162","06413",0.101694915254237
"163","06414",1
"164","06415",0.115384615384615
"165","06416",0.0851063829787234
"166","06417",0.05
"167","06418",0.207547169811321
"168","06419",0.142857142857143
"169","06420",0.166666666666667
"170","06422",0.263157894736842
"171","06423",0.25
"172","06424",0.04
"173","06426",0
"174","06437",0.157303370786517
"175","06438",0
"176","06440",0
"177","06441",0.125
"178","06442",0
"179","06443",0.0806451612903226
"180","06444",0.666666666666667
"181","06447",0
"182","06450",0.122302158273381
"183","06451",0.0666666666666667
"184","06455",0
"185","06456",0
"186","06457",0.0504201680672269
"187","06460",0.120253164556962
"188","06461",0.285714285714286
"189","06467",0.666666666666667
"190","06468",0.180555555555556
"191","06469",0.142857142857143
"192","06470",0.0784313725490196
"193","06471",0.0869565217391304
"194","06472",0.1
"195","06473",0.1
"196","06475",0.0588235294117647
"197","06477",0.121951219512195
"198","06478",0.0952380952380952
"199","06479",0.0434782608695652
"200","06480",0.146341463414634
"201","06481",0.5
"202","06482",0.125
"203","06483",0.0645161290322581
"204","06484",0.0444444444444444
"205","06487",0
"206","06488",0.10958904109589
"207","06489",0.139344262295082
"208","06491",0
"209","06492",0.118881118881119
"210","06498",0.0933333333333333
"211","06510",0.131147540983607
"212","06511",0.159663865546218
"213","06512",0.17741935483871
"214","06513",0.0958904109589041
"215","06514",0.107843137254902
"216","06515",0.0714285714285714
"217","06516",0.137614678899083
"218","06517",0.133333333333333
"219","06518",0.127659574468085
"220","06519",0.219512195121951
"221","06524",0.5
"222","06525",0.2
"223","06530",0
"224","06531",0
"225","06534",0
"226","06536",0
"227","06601",0
"228","06602",0.5
